"","x"
"700",43.6120517629408
"701",49.9147368421053
"702",41.6946058917198
"703",41.060860624524
"704",48.7966410256411
"705",40.6913444510036
"706",47.7088010204082
"707",43.1574985888585
"708",51.6811519095573
"709",42.5111923770862
"710",39.19664
"711",44.2559006886553
"712",50.0319808884298
"713",52.1302852049911
"714",49.3687376742605
"715",51.3896951219512
"716",45.691198562885
"717",48.7112698412699
"718",46.1329879032258
"719",42.6427672955975
"720",43.3184632804918
"721",41.7905027780618
"722",48.5885732009926
"723",40.1254066985646
"724",37.9154377725596
"725",50.9567123942124
"726",49.238064516129
"727",48.4552014856082
"728",46.8120343642612
"729",47.824226845924
"731",38.6188011695907
"732",41.79284375
"733",44.9239209848729
"735",51.2724404156783
"736",41.0961833800842
"737",43.092223845806
"738",48.9483339363242
"739",45.5271325648415
"740",35.1651442307693
"741",41.6261897810219
"742",53.6224806001923
"743",48.1071492805756
"744",50.57
"745",45.1485923639202
"746",51.8712738853503
"747",49.4092307692308
"748",53.6501078263354
"749",51.6267962039346
"751",43.3906771732873
"754",47.8404761904762
"755",42.4247765793529
"756",45.5227915655067
"757",40.7859553875237
"758",46.0677027027027
"759",48.4408701069046
"760",58.4896422136422
"761",44.1930778541953
"763",51.865845665962
"765",44.6875689775099
"766",36.9206537282942
"767",43.7188249488155
"768",58.4933451327434
"769",53.9615912518854
"770",44.8812281628342
"771",34.332
"772",39.3585081967213
"773",44.8806907894737
"774",44.3630789889416
"775",48.0810177595629
"776",46.27875
"777",52.5929347826087
"778",45.7716334661355
"779",47.9827321428572
"780",45.7018796992481
"781",48.7640375586855
"782",52.1845075927757
"783",49.8317708679747
"784",48.3834
"786",39.7188613861386
"788",42.418185483871
"789",48.3734161490684
"790",52.3949775171066
"791",45.4137280701754
"793",59.7207317073171
"794",50.7325321853442
"795",45.392884746922
"796",52.1149380764164
"797",46.4915714285714
"798",43.424328358209
"799",44.4181359547971
"800",45.562457537155
"802",49.5106453201971
"803",39.8356657115569
"804",44.6966086313002
"805",50.6159830097088
"806",48.5254618441972
"807",47.0870527259484
"808",49.8946859137056
"809",57.7591451783822
