"","features","rank_in_american","rank_in_british","difference"
"11075","frankfurt",NA,1064,NA
"11076","fraser",NA,3414,NA
"11077","freeman",NA,132,NA
"11078","freezing",NA,1073,NA
"11079","freight",NA,4088,NA
"11080","frequency",NA,4433,NA
"11081","freshly",NA,665,NA
"11082","frightened",NA,3921,NA
"11083","frontier",NA,3319,NA
"11084","frontiers",NA,577,NA
"11085","frost",NA,2183,NA
"11086","fruits",NA,2321,NA
"11087","fry",NA,4280,NA
"11088","fuelled",NA,229,NA
"11089","fulfil",NA,3977,NA
"11090","fulfilled",NA,2726,NA
"11091","fuller",NA,1663,NA
"11092","functional",NA,5426,NA
"11093","functioning",NA,2982,NA
"11094","furnished",NA,3058,NA
"11095","futures",NA,5882,NA
"11096","galleries",NA,4919,NA
"11097","gaps",NA,2747,NA
"11098","gardener",NA,44,NA
"11099","gareth",NA,1688,NA
"11100","garlic",NA,2782,NA
"11101","garment",NA,1576,NA
"11102","gatt",NA,1992,NA
"11103","gauge",NA,3171,NA
"11104","gaulle",NA,3315,NA
"11105","gavin",NA,1970,NA
"11106","geared",NA,1254,NA
"11107","geneva",NA,3638,NA
"11108","gentleman's",NA,1521,NA
"11109","gentlemen",NA,2485,NA
"11110","gentry",NA,1844,NA
"11111","geoff",NA,3793,NA
"11112","geoffrey",NA,4373,NA
"11113","geographical",NA,5586,NA
"11114","geography",NA,5812,NA
"11115","geological",NA,634,NA
"11116","geology",NA,1273,NA
"11117","george's",NA,1251,NA
"11118","georgian",NA,3273,NA
"11119","gig",NA,1423,NA
"11120","giles",NA,143,NA
"11121","gill",NA,2409,NA
"11122","glasgow",NA,7987,NA
"11123","glen",NA,3073,NA
"11124","glider",NA,526,NA
"11125","gloom",NA,1190,NA
"11126","gloucester",NA,7526,NA
"11127","gloucestershire",NA,6905,NA
"11128","glue",NA,463,NA
"11129","gnp",NA,2403,NA
"11130","goalkeeper",NA,3278,NA
"11131","gooch",NA,2408,NA
"11132","goodwill",NA,3051,NA
"11133","goodwin",NA,824,NA
"11134","governmental",NA,2413,NA
"11135","gps",NA,2610,NA
"11136","gradual",NA,3801,NA
"11137","graeme",NA,3436,NA
"11138","grammar",NA,6772,NA
"11139","grammatical",NA,3915,NA
"11140","granting",NA,2302,NA
"11141","gravel",NA,2945,NA
"11142","greeks",NA,2084,NA
"11143","greenhouse",NA,1456,NA
"11144","greens",NA,3114,NA
"11145","gregory",NA,3393,NA
"11146","grey",NA,7028,NA
"11147","grid",NA,3472,NA
"11148","grievances",NA,461,NA
"11149","griffiths",NA,2968,NA
"11150","grouped",NA,736,NA
"11151","grouping",NA,2538,NA
"11152","groupings",NA,556,NA
"11153","guardians",NA,321,NA
"11154","guerrillas",NA,3148,NA
"11155","guiding",NA,47,NA
"11156","guild",NA,1914,NA
"11157","guinea",NA,1260,NA
"11158","guinness",NA,4354,NA
"11159","guitarist",NA,2662,NA
"11160","guitars",NA,3247,NA
"11161","h.l",NA,798,NA
"11162","ha",NA,175,NA
"11163","habitat",NA,1991,NA
"11164","hague",NA,2291,NA
"11165","half-time",NA,1548,NA
"11166","halifax",NA,2120,NA
"11167","halls",NA,3093,NA
"11168","ham",NA,4815,NA
"11169","handbook",NA,780,NA
"11170","handicap",NA,5147,NA
"11171","handles",NA,966,NA
"11172","hans",NA,513,NA
"11173","harbour",NA,5846,NA
"11174","hardship",NA,2127,NA
"11175","hardy",NA,3417,NA
"11176","harriet",NA,1222,NA
"11177","hastings",NA,3585,NA
"11178","haul",NA,1171,NA
"11179","haven",NA,1183,NA
"11180","hay",NA,2592,NA
"11181","hazard",NA,1732,NA
"11182","hazardous",NA,1014,NA
"11183","hazards",NA,548,NA
"11184","header",NA,959,NA
"11185","headings",NA,1664,NA
"11186","headmaster",NA,1920,NA
"11187","healing",NA,889,NA
"11188","heath",NA,4632,NA
"11189","heather",NA,1241,NA
"11190","heathrow",NA,1050,NA
"11191","heating",NA,5212,NA
"11192","heavier",NA,921,NA
"11193","heavyweight",NA,529,NA
"11194","hedges",NA,715,NA
"11195","heel",NA,245,NA
"11196","heightened",NA,82,NA
"11197","helicopter",NA,3990,NA
"11198","hemisphere",NA,2658,NA
"11199","henderson",NA,2166,NA
"11200","henley",NA,1884,NA
"11201","herbs",NA,2922,NA
"11202","heseltine",NA,3332,NA
"11203","hierarchical",NA,215,NA
"11204","highland",NA,1536,NA
"11205","highlands",NA,2286,NA
"11206","hilton",NA,955,NA
"11207","hitherto",NA,5590,NA
"11208","hobby",NA,704,NA
"11209","hoc",NA,1018,NA
"11210","holder",NA,7552,NA
"11211","holders",NA,4863,NA
"11212","holdings",NA,4805,NA
"11213","holmes",NA,1316,NA
"11214","hon",NA,9437,NA
"11215","honorary",NA,3221,NA
"11216","honour",NA,6690,NA
"11217","honours",NA,5674,NA
"11218","horizon",NA,2398,NA
"11219","horizontal",NA,3240,NA
"11220","horn",NA,2364,NA
"11221","hospitality",NA,2683,NA
"11222","hostel",NA,743,NA
"11223","housed",NA,2828,NA
"11224","housewife",NA,1272,NA
"11225","housework",NA,2077,NA
"11226","howe",NA,116,NA
"11227","hull",NA,5115,NA
"11228","humour",NA,5807,NA
"11229","hungarian",NA,3766,NA
"11230","hungary",NA,5289,NA
"11231","hurd",NA,2755,NA
"11232","hurdle",NA,1509,NA
"11233","hurry",NA,678,NA
"11234","hut",NA,1924,NA
"11235","hygiene",NA,2355,NA
"11236","ibid",NA,2955,NA
"11237","icing",NA,3527,NA
"11238","ideally",NA,3953,NA
"11239","identifiable",NA,512,NA
"11240","idle",NA,266,NA
"11241","ie",NA,5890,NA
"11242","illustrations",NA,3586,NA
"11243","immensely",NA,923,NA
"11244","imperative",NA,514,NA
"11245","imperialism",NA,222,NA
"11246","impetus",NA,1641,NA
"11247","implementing",NA,2822,NA
"11248","imported",NA,4901,NA
"11249","imposition",NA,2720,NA
"11250","impressions",NA,1329,NA
"11251","imprisonment",NA,5853,NA
"11252","in-house",NA,1815,NA
"11253","incidence",NA,3889,NA
"11254","incompatible",NA,935,NA
"11255","incomplete",NA,939,NA
"11256","inconsistent",NA,1558,NA
"11257","incorporate",NA,3628,NA
"11258","incorporated",NA,6220,NA
"11259","incorporating",NA,2040,NA
"11260","incorporation",NA,669,NA
"11261","incurred",NA,5038,NA
"11262","indemnity",NA,2953,NA
"11263","independently",NA,4127,NA
"11264","indications",NA,2104,NA
"11265","indicative",NA,307,NA
"11266","indicator",NA,1931,NA
"11267","indicators",NA,4507,NA
"11268","indies",NA,4070,NA
"11269","indigenous",NA,3453,NA
"11270","indirect",NA,5257,NA
"11271","individual's",NA,2633,NA
"11272","individually",NA,3728,NA
"11273","indoor",NA,3694,NA
"11274","induced",NA,1231,NA
"11275","inequalities",NA,2240,NA
"11276","inexperienced",NA,74,NA
"11277","infantry",NA,915,NA
"11278","infants",NA,553,NA
"11279","infinitive",NA,3003,NA
"11280","influencing",NA,200,NA
"11281","informal",NA,6991,NA
"11282","ingredient",NA,808,NA
"11283","inhabitants",NA,5469,NA
"11284","initiate",NA,199,NA
"11285","initiated",NA,4152,NA
"11286","injunction",NA,3425,NA
"11287","inland",NA,5941,NA
"11288","inn",NA,5155,NA
"11289","inner-city",NA,384,NA
"11290","innings",NA,2804,NA
"11291","input",NA,5120,NA
"11292","inputs",NA,559,NA
"11293","inquest",NA,3661,NA
"11294","inquiries",NA,3437,NA
"11295","insolvency",NA,1745,NA
"11296","instability",NA,96,NA
"11297","installations",NA,376,NA
"11298","instruction",NA,5082,NA
"11299","instructor",NA,278,NA
"11300","instrumental",NA,3732,NA
"11301","insured",NA,3207,NA
"11302","intake",NA,2711,NA
"11303","integral",NA,4063,NA
"11304","integrate",NA,71,NA
"11305","intensified",NA,1126,NA
"11306","intensive",NA,5648,NA
"11307","inter",NA,1977,NA
"11308","intercourse",NA,3290,NA
"11309","interfere",NA,2561,NA
"11310","interim",NA,6470,NA
"11311","intermediate",NA,4047,NA
"11312","internationally",NA,2366,NA
"11313","interpretations",NA,3741,NA
"11314","interpreting",NA,1841,NA
"11315","interruption",NA,1235,NA
"11316","interval",NA,3179,NA
"11317","intervals",NA,4217,NA
"11318","interviewing",NA,436,NA
"11319","intonation",NA,150,NA
"11320","intrinsic",NA,95,NA
"11321","introduces",NA,447,NA
"11322","introductory",NA,656,NA
"11323","invaded",NA,31,NA
"11324","invalid",NA,29,NA
"11325","invaluable",NA,2593,NA
"11326","inward",NA,98,NA
"11327","ireland's",NA,812,NA
"11328","irregular",NA,723,NA
"11329","irrespective",NA,2890,NA
"11330","islands",NA,7304,NA
"11331","isle",NA,4818,NA
"11332","isles",NA,2328,NA
"11333","italians",NA,1814,NA
"11334","itv",NA,3573,NA
"11335","iv",NA,7056,NA
"11336","ivan",NA,511,NA
"11337","jamaica",NA,988,NA
"11338","james's",NA,838,NA
"11339","jenny",NA,719,NA
"11340","jeremy",NA,3122,NA
"11341","jockey",NA,2740,NA
"11342","john's",NA,3426,NA
"11343","johnston",NA,2107,NA
"11344","jointly",NA,4247,NA
"11345","joints",NA,934,NA
"11346","journeys",NA,2345,NA
"11347","judgement",NA,6301,NA
"11348","judgements",NA,3133,NA
"11349","julian",NA,2706,NA
"11350","junction",NA,5489,NA
"11351","keegan",NA,383,NA
"11352","keeper",NA,5129,NA
"11353","keith",NA,6628,NA
"11354","kenny",NA,1806,NA
"11355","kensington",NA,1765,NA
"11356","kent",NA,7043,NA
"11357","keyboard",NA,1085,NA
"11358","keynesian",NA,1149,NA
"11359","khan",NA,1474,NA
"11360","kinnock",NA,5592,NA
"11361","kinship",NA,1526,NA
"11362","kirk",NA,86,NA
"11363","kit",NA,4431,NA
"11364","kitchens",NA,68,NA
"11365","kite",NA,2226,NA
"11366","klerk",NA,686,NA
"11367","km",NA,5792,NA
"11368","knights",NA,2671,NA
"11369","knit",NA,4714,NA
"11370","knitted",NA,1550,NA
"11371","knitting",NA,5778,NA
"11372","knives",NA,314,NA
"11373","knocked",NA,4451,NA
"11374","knocking",NA,140,NA
"11375","knots",NA,249,NA
"11376","kpmg",NA,155,NA
"11377","l.j",NA,2959,NA
"11378","labelled",NA,3514,NA
"11379","labour",NA,9773,NA
"11380","lace",NA,3153,NA
"11381","lad",NA,2881,NA
"11382","ladder",NA,2317,NA
"11383","lads",NA,3642,NA
"11384","lakes",NA,3554,NA
"11385","lamb",NA,4859,NA
"11386","lamont",NA,4835,NA
"11387","lamp",NA,121,NA
"11388","lancaster",NA,4091,NA
"11389","landlord",NA,6851,NA
"11390","landlords",NA,2552,NA
"11391","landowners",NA,3392,NA
"11392","landscapes",NA,2042,NA
"11393","lanes",NA,197,NA
"11394","lang",NA,2739,NA
"11395","lanka",NA,2238,NA
"11396","large-scale",NA,4259,NA
"11397","lawful",NA,1221,NA
"11398","lawson",NA,1947,NA
"11399","layers",NA,2652,NA
"11400","layout",NA,4195,NA
"11401","lb",NA,3439,NA
"11402","leaflet",NA,4372,NA
"11403","leaflets",NA,2452,NA
"11404","learner",NA,1898,NA
"11405","learners",NA,3099,NA
"11406","learnt",NA,5285,NA
"11407","lease",NA,6911,NA
"11408","leases",NA,1068,NA
"11409","lebanese",NA,2305,NA
"11410","lecturer",NA,3368,NA
"11411","lectures",NA,4718,NA
"11412","leeds",NA,8465,NA
"11413","legion",NA,523,NA
"11414","leicester",NA,5828,NA
"11415","lemon",NA,4347,NA
"11416","lenders",NA,2149,NA
"11417","lengths",NA,3927,NA
"11418","lenin",NA,667,NA
"11419","leslie",NA,3019,NA
"11420","levy",NA,3610,NA
"11421","lexical",NA,3678,NA
"11422","li",NA,640,NA
"11423","liabilities",NA,4272,NA
"11424","liable",NA,6854,NA
"11425","liaison",NA,3295,NA
"11426","libyan",NA,673,NA
"11427","licensed",NA,3833,NA
"11428","licensing",NA,2016,NA
"11429","lid",NA,904,NA
"11430","lieutenant",NA,2048,NA
"11431","lifeboat",NA,323,NA
"11432","lifts",NA,1338,NA
"11433","lighter",NA,2585,NA
"11434","lightweight",NA,2032,NA
"11435","lime",NA,788,NA
"11436","limestone",NA,1284,NA
"11437","limitation",NA,3789,NA
"11438","lincolnshire",NA,369,NA
"11439","line-up",NA,1297,NA
"11440","linear",NA,1648,NA
"11441","linen",NA,1923,NA
"11442","linguistics",NA,3468,NA
"11443","lining",NA,2381,NA
"11444","lion",NA,2628,NA
"11445","lions",NA,3026,NA
"11446","liquid",NA,5093,NA
"11447","liquidation",NA,60,NA
"11448","liquidity",NA,2432,NA
"11449","listeners",NA,1047,NA
"11450","lithuania",NA,1453,NA
"11451","liverpool",NA,8530,NA
"11452","liverpool's",NA,54,NA
"11453","livestock",NA,2030,NA
"11454","liz",NA,3160,NA
"11455","ll",NA,9442,NA
"11456","lloyd's",NA,1080,NA
"11457","loads",NA,2218,NA
"11458","localities",NA,24,NA
"11459","locality",NA,1978,NA
"11460","locally",NA,5367,NA
"11461","locate",NA,1465,NA
"11462","loch",NA,3690,NA
"11463","locomotive",NA,3403,NA
"11464","locomotives",NA,713,NA
"11465","lodge",NA,4510,NA
"11466","lodged",NA,1219,NA
"11467","loop",NA,1677,NA
"11468","lord's",NA,708,NA
"11469","lordships",NA,1506,NA
"11470","lorries",NA,674,NA
"11471","lotus",NA,1328,NA
"11472","lounge",NA,4145,NA
"11473","lowe",NA,34,NA
"11474","loyalist",NA,698,NA
"11475","lp",NA,2617,NA
"11476","lt",NA,3518,NA
"11477","ltd",NA,8524,NA
"11478","luckily",NA,161,NA
"11479","lump",NA,2242,NA
"11480","lunchtime",NA,786,NA
"11481","luxembourg",NA,1228,NA
"11482","lyons",NA,1163,NA
"11483","ma",NA,647,NA
"11484","maastricht",NA,5274,NA
"11485","macgregor",NA,3,NA
"11486","macmillan",NA,3524,NA
"11487","madrid",NA,3632,NA
"11488","magistrate",NA,1215,NA
"11489","magistrates",NA,6836,NA
"11490","mainland",NA,3696,NA
"11491","mains",NA,1710,NA
"11492","maj",NA,943,NA
"11493","majesty",NA,285,NA
"11494","majesty's",NA,1113,NA
"11495","major's",NA,1569,NA
"11496","make-up",NA,3816,NA
"11497","malta",NA,1982,NA
"11498","manager's",NA,358,NA
"11499","managerial",NA,5576,NA
"11500","manchester",NA,8369,NA
"11501","manifest",NA,1160,NA
"11502","manor",NA,5861,NA
"11503","manpower",NA,3526,NA
"11504","manslaughter",NA,1391,NA
"11505","manufacture",NA,5453,NA
"11506","manuscripts",NA,1133,NA
"11507","marble",NA,3482,NA
"11508","marched",NA,1556,NA
"11509","maria",NA,4305,NA
"11510","marie",NA,1968,NA
"11511","maritime",NA,1045,NA
"11512","markedly",NA,1628,NA
"11513","marking",NA,4089,NA
"11514","marsh",NA,2454,NA
"11515","marshal",NA,742,NA
"11516","marx's",NA,972,NA
"11517","marxism",NA,3052,NA
"11518","mary's",NA,1653,NA
"11519","masculine",NA,956,NA
"11520","massage",NA,1601,NA
"11521","maternal",NA,1350,NA
"11522","maternity",NA,2029,NA
"11523","matrix",NA,650,NA
"11524","maturity",NA,4822,NA
"11525","maurice",NA,1600,NA
"11526","maxwell",NA,4282,NA
"11527","meanings",NA,5185,NA
"11528","measurement",NA,3607,NA
"11529","measuring",NA,3570,NA
"11530","mechanics",NA,137,NA
"11531","mechanisms",NA,4804,NA
"11532","medal",NA,4629,NA
"11533","medals",NA,444,NA
"11534","mediterranean",NA,4303,NA
"11535","melody",NA,1451,NA
"11536","memorandum",NA,4083,NA
"11537","merchant",NA,6033,NA
"11538","merchants",NA,4219,NA
"11539","mercury",NA,875,NA
"11540","merged",NA,979,NA
"11541","merseyside",NA,4647,NA
"11542","metals",NA,345,NA
"11543","methodist",NA,405,NA
"11544","metre",NA,2141,NA
"11545","michel",NA,1242,NA
"11546","mick",NA,4468,NA
"11547","midfield",NA,4017,NA
"11548","midland",NA,5518,NA
"11549","midlands",NA,6173,NA
"11550","migration",NA,3279,NA
"11551","militant",NA,2296,NA
"11552","mill",NA,7555,NA
"11553","milton",NA,5057,NA
"11554","mineral",NA,2418,NA
"11555","minerals",NA,1392,NA
"11556","miners",NA,5960,NA
"11557","mini",NA,1757,NA
"11558","miniature",NA,1958,NA
"11559","minister's",NA,4119,NA
"11560","ministerial",NA,4579,NA
"11561","ministries",NA,1510,NA
"11562","mint",NA,2004,NA
"11563","mitterrand",NA,1897,NA
"11564","mixing",NA,2204,NA
"11565","ml",NA,1202,NA
"11566","mobility",NA,5510,NA
"11567","modes",NA,3650,NA
"11568","modification",NA,1979,NA
"11569","modifications",NA,1069,NA
"11570","modify",NA,801,NA
"11571","modigliani",NA,1446,NA
"11572","modular",NA,884,NA
"11573","module",NA,2626,NA
"11574","modules",NA,5062,NA
"11575","mon",NA,965,NA
"11576","monarch",NA,2689,NA
"11577","monastery",NA,781,NA
"11578","monitored",NA,1994,NA
"11579","monk",NA,75,NA
"11580","monks",NA,949,NA
"11581","monopolies",NA,1300,NA
"11582","monuments",NA,2093,NA
"11583","moor",NA,1639,NA
"11584","moors",NA,877,NA
"11585","morale",NA,3834,NA
"11586","morocco",NA,1478,NA
"11587","morrissey",NA,2702,NA
"11588","mortar",NA,1043,NA
"11589","mortgage",NA,7234,NA
"11590","mortgages",NA,1670,NA
"11591","mosaic",NA,4132,NA
"11592","moslem",NA,1623,NA
"11593","moss",NA,1463,NA
"11594","motor",NA,7628,NA
"11595","motorists",NA,2199,NA
"11596","mozart",NA,3583,NA
"11597","mp",NA,7883,NA
"11598","mps",NA,7334,NA
"11599","multiparty",NA,1651,NA
"11600","mum",NA,6769,NA
"11601","munich",NA,1476,NA
"11602","municipal",NA,4090,NA
"11603","musician",NA,1266,NA
"11604","mutually",NA,1109,NA
"11605","napoleon",NA,2011,NA
"11606","narrowly",NA,2583,NA
"11607","nationality",NA,2909,NA
"11608","nationals",NA,1743,NA
"11609","navigation",NA,699,NA
"11610","nearer",NA,3798,NA
"11611","nearest",NA,5551,NA
"11612","needing",NA,2205,NA
"11613","needles",NA,3897,NA
"11614","negligence",NA,5432,NA
"11615","negotiation",NA,4794,NA
"11616","neighbour",NA,4858,NA
"11617","neighbours",NA,6965,NA
"11618","nephew",NA,560,NA
"11619","nerves",NA,190,NA
"11620","netherlands",NA,5228,NA
"11621","nets",NA,272,NA
"11622","neutrality",NA,63,NA
"11623","neville",NA,2550,NA
"11624","newcastle",NA,7206,NA
"11625","newcomers",NA,1257,NA
"11626","newman",NA,1748,NA
"11627","newport",NA,151,NA
"11628","newsletter",NA,1138,NA
"11629","newton",NA,4917,NA
"11630","ni",NA,1448,NA
"11631","nicaragua",NA,739,NA
"11632","nigel",NA,6893,NA
"11633","nigeria",NA,2696,NA
"11634","nineteen",NA,2139,NA
"11635","nineteenth",NA,7517,NA
"11636","nineteenth-century",NA,4123,NA
"11637","ninety",NA,1162,NA
"11638","nme",NA,2478,NA
"11639","no-one",NA,5458,NA
"11640","nobility",NA,2912,NA
"11641","nobles",NA,19,NA
"11642","noel",NA,613,NA
"11643","noisy",NA,1319,NA
"11644","nominal",NA,3350,NA
"11645","non",NA,2867,NA
"11646","norfolk",NA,5083,NA
"11647","normandy",NA,485,NA
"11648","norms",NA,3876,NA
"11649","northampton",NA,4312,NA
"11650","norway",NA,4602,NA
"11651","norwegian",NA,1237,NA
"11652","norwich",NA,5539,NA
"11653","nos",NA,131,NA
"11654","noticeable",NA,2276,NA
"11655","notified",NA,771,NA
"11656","nottingham",NA,5897,NA
"11657","nottinghamshire",NA,410,NA
"11658","noun",NA,1499,NA
"11659","nt",NA,2099,NA
"11660","nuisance",NA,2998,NA
"11661","numbered",NA,1827,NA
"11662","nursery",NA,5399,NA
"11663","nurses",NA,6365,NA
"11664","nylon",NA,1454,NA
"11665","o'brien",NA,335,NA
"11666","o'clock",NA,4617,NA
"11667","o'neill",NA,426,NA
"11668","oak",NA,4156,NA
"11669","objectives",NA,8091,NA
"11670","obtaining",NA,5920,NA
"11671","occupational",NA,6174,NA
"11672","occupations",NA,4146,NA
"11673","occupying",NA,361,NA
"11674","occurrence",NA,2197,NA
"11675","oecd",NA,518,NA
"11676","offence",NA,7957,NA
"11677","offences",NA,7137,NA
"11678","offender",NA,1551,NA
"11679","offshore",NA,3035,NA
"11680","oils",NA,3077,NA
"11681","oldham",NA,2182,NA
"11682","olive",NA,2913,NA
"11683","omission",NA,1535,NA
"11684","omitted",NA,1854,NA
"11685","one-day",NA,2237,NA
"11686","onion",NA,1830,NA
"11687","onset",NA,25,NA
"11688","op",NA,73,NA
"11689","operated",NA,6199,NA
"11690","operational",NA,5444,NA
"11691","operator",NA,3647,NA
"11692","opted",NA,1218,NA
"11693","optional",NA,2515,NA
"11694","organisation",NA,8942,NA
"11695","organisations",NA,8304,NA
"11696","organise",NA,4588,NA
"11697","organised",NA,7905,NA
"11698","organizational",NA,4294,NA
"11699","oriental",NA,1401,NA
"11700","originated",NA,1696,NA
"11701","outdoor",NA,4364,NA
"11702","outgoing",NA,1519,NA
"11703","outlined",NA,5990,NA
"11704","outlines",NA,806,NA
"11705","outskirts",NA,540,NA
"11706","oven",NA,3961,NA
"11707","overlap",NA,2419,NA
"11708","overlooking",NA,1626,NA
"11709","overt",NA,1019,NA
"11710","overtime",NA,343,NA
"11711","overview",NA,3032,NA
"11712","owing",NA,3580,NA
"11713","oz",NA,5237,NA
"11714","ozone",NA,519,NA
"11715","p.c",NA,4300,NA
"11716","packaging",NA,2949,NA
"11717","packet",NA,831,NA
"11718","packing",NA,852,NA
"11719","packs",NA,1200,NA
"11720","paddy",NA,2464,NA
"11721","paisley",NA,2250,NA
"11722","palmer",NA,2872,NA
"11723","panama",NA,2272,NA
"11724","papal",NA,1886,NA
"11725","parachute",NA,253,NA
"11726","parameters",NA,497,NA
"11727","parish",NA,7522,NA
"11728","parishes",NA,490,NA
"11729","parked",NA,1695,NA
"11730","parliaments",NA,214,NA
"11731","part-time",NA,6378,NA
"11732","participant",NA,1563,NA
"11733","particulars",NA,1325,NA
"11734","partnerships",NA,2615,NA
"11735","passport",NA,1873,NA
"11736","pasta",NA,1061,NA
"11737","pastoral",NA,931,NA
"11738","patent",NA,3157,NA
"11739","paths",NA,2986,NA
"11740","patient's",NA,843,NA
"11741","patron",NA,2812,NA
"11742","patronage",NA,3709,NA
"11743","patten",NA,3517,NA
"11744","paul's",NA,796,NA
"11745","pauline",NA,737,NA
"11746","pavement",NA,2471,NA
"11747","pavilion",NA,581,NA
"11748","payable",NA,6294,NA
"11749","peaks",NA,3044,NA
"11750","pearce",NA,359,NA
"11751","pears",NA,224,NA
"11752","pearson",NA,445,NA
"11753","peasant",NA,5330,NA
"11754","peasantry",NA,1271,NA
"11755","peat",NA,1523,NA
"11756","pedestrian",NA,826,NA
"11757","peel",NA,1341,NA
"11758","penal",NA,3080,NA
"11759","pencil",NA,1892,NA
"11760","penetration",NA,135,NA
"11761","peninsula",NA,1092,NA
"11762","pensioner",NA,844,NA
"11763","pensions",NA,6452,NA
"11764","perceptions",NA,4504,NA
"11765","performer",NA,316,NA
"11766","peripheral",NA,1853,NA
"11767","permitting",NA,226,NA
"11768","perspectives",NA,2581,NA
"11769","persuading",NA,374,NA
